i,time,loss,ce,kl,accuracy
57200,6235.214684963226,0.0663093701004982,0.05343897268176079,2.713792562484741,0.9757499694824219
57300,6246.192328453064,0.09278956055641174,0.079511858522892,2.799675226211548,0.9750000238418579
57400,6257.105975627899,0.05369056761264801,0.03969923406839371,2.950147867202759,0.9720000624656677
57500,6268.193818092346,0.08606909215450287,0.07235398888587952,2.891903877258301,0.9742500185966492
57600,6279.132479429245,0.08029913157224655,0.06762342900037766,2.6727404594421387,0.9772500395774841
57700,6290.190174818039,0.07564988732337952,0.06281730532646179,2.7058191299438477,0.9722500443458557
57800,6301.080260515213,0.07953628897666931,0.06627877801656723,2.795417547225952,0.9745000600814819
57900,6312.216328859329,0.14834894239902496,0.13503141701221466,2.8080718517303467,0.9777500629425049
58000,6323.166579246521,0.09616872668266296,0.08197034895420074,2.993804931640625,0.9750000238418579
58100,6334.247854948044,0.05324777588248253,0.040063731372356415,2.7799267768859863,0.9780001044273376
58200,6345.133517503738,0.08131328970193863,0.06854178011417389,2.692941188812256,0.9762499928474426
58300,6356.299665927887,0.09738660603761673,0.08446381986141205,2.724839448928833,0.9769999980926514
58400,6367.287045955658,0.07136404514312744,0.057460248470306396,2.931690216064453,0.9714999198913574
58500,6378.392590761185,0.10154949128627777,0.08815909922122955,2.8234353065490723,0.9752500057220459
58600,6389.355756282806,0.08691007643938065,0.0736161321401596,2.8030989170074463,0.9667500257492065
58700,6400.474094390869,0.1447536200284958,0.13192611932754517,2.7047460079193115,0.9767500162124634
58800,6411.4407351017,0.1065988689661026,0.09389783442020416,2.6780807971954346,0.971750020980835
58900,6422.425312280655,0.08970223367214203,0.07661937177181244,2.758591651916504,0.9799998998641968
59000,6433.270229101181,0.08290490508079529,0.06927138566970825,2.8747003078460693,0.9735000729560852
59100,6444.29714679718,0.0810985267162323,0.06796889007091522,2.7684550285339355,0.9772499799728394
59200,6455.235573530197,0.09080508351325989,0.07759879529476166,2.784616708755493,0.9767500162124634
59300,6466.358203649521,0.11230388283729553,0.09831587970256805,2.9494447708129883,0.966249942779541
59400,6477.289401292801,0.05791943520307541,0.04552183300256729,2.614100933074951,0.9752500653266907
59500,6488.441291809082,0.08464638143777847,0.0723872035741806,2.584913492202759,0.9772499799728394
59600,6499.362753868103,0.09662456810474396,0.08363275974988937,2.7393925189971924,0.9715000987052917
59700,6510.41827082634,0.11582273244857788,0.10238728672266006,2.8329365253448486,0.9704999327659607
59800,6521.298779964447,0.07845538854598999,0.06551315635442734,2.728938341140747,0.9782500267028809
59900,6532.4433217048645,0.06396213918924332,0.05163077637553215,2.6001338958740234,0.9757499694824219
60000,6543.341769695282,0.05675628036260605,0.04434265196323395,2.6174800395965576,0.9745000600814819
60100,6554.439753293991,0.09380015730857849,0.08072588592767715,2.7567801475524902,0.9775000214576721
60200,6565.334243059158,0.07923237979412079,0.06665946543216705,2.6510658264160156,0.9775000214576721
60300,6576.467271327972,0.07613833248615265,0.06321350485086441,2.725268840789795,0.9777500033378601
60400,6587.43742108345,0.08618931472301483,0.07345972210168839,2.684103488922119,0.9719999432563782
60500,6598.45720911026,0.0957830548286438,0.08232846111059189,2.836972951889038,0.9760000109672546
60600,6609.326168298721,0.07926356047391891,0.06610940396785736,2.773625135421753,0.9774999022483826
60700,6620.450133085251,0.06661056727170944,0.05422345548868179,2.6118884086608887,0.9732499718666077
60800,6631.34704041481,0.08160129934549332,0.06900660693645477,2.655658721923828,0.9775000214576721
60900,6642.5525188446045,0.10961678624153137,0.09587538242340088,2.8974480628967285,0.9727500081062317
61000,6653.5072984695435,0.08942639827728271,0.07709480822086334,2.60018253326416,0.9700000286102295
61100,6664.614321470261,0.09045310318470001,0.0780133605003357,2.6229870319366455,0.9720000624656677
61200,6675.51779127121,0.10808978974819183,0.09449150413274765,2.8672709465026855,0.9752500057220459
61300,6686.694147109985,0.08469601720571518,0.07108142971992493,2.870708703994751,0.9720001220703125
61400,6697.59409236908,0.06991519033908844,0.05702105909585953,2.718797206878662,0.9702499508857727
61500,6708.673522949219,0.13617821037769318,0.1233556866645813,2.703697919845581,0.9677499532699585
61600,6719.575706720352,0.07830511033535004,0.06611885130405426,2.5695388317108154,0.9814999103546143
61700,6730.6689693927765,0.07353530079126358,0.061093322932720184,2.623457908630371,0.9725000858306885
61800,6741.664704799652,0.0825754776597023,0.06987669318914413,2.677607297897339,0.971750020980835
61900,6752.8033447265625,0.11979751288890839,0.10630737245082855,2.8444690704345703,0.9674999713897705
62000,6763.71195101738,0.09260549396276474,0.07979947328567505,2.700218677520752,0.9740000367164612
62100,6774.69779920578,0.07627524435520172,0.06321626156568527,2.753556489944458,0.9832500219345093
62200,6785.6766884326935,0.0785156860947609,0.06610675156116486,2.6164908409118652,0.9735000133514404
62300,6796.770416736603,0.06700074672698975,0.054361868649721146,2.664975166320801,0.9767500162124634
62400,6807.7061195373535,0.0664917379617691,0.053275056183338165,2.7868080139160156,0.9797499775886536
62500,6818.868783950806,0.07292041182518005,0.06043090298771858,2.6334800720214844,0.9792499542236328
62600,6829.809066772461,0.06028589606285095,0.04800834506750107,2.58878755569458,0.9757500290870667
62700,6840.831476449966,0.07783104479312897,0.06543421745300293,2.613938093185425,0.971250057220459
62800,6851.712217092514,0.0639207735657692,0.0513828806579113,2.643681764602661,0.9732500314712524
62900,6862.875187397003,0.07912681251764297,0.06668762862682343,2.622868537902832,0.9750000238418579
63000,6873.865721702576,0.08003174513578415,0.0671277791261673,2.7208704948425293,0.9744999408721924
63100,6884.978192567825,0.11566319316625595,0.1029326468706131,2.6843039989471436,0.9815000295639038
63200,6895.916278123856,0.07878457009792328,0.06455048173666,3.0013341903686523,0.9722499847412109
63300,6906.9841132164,0.0961541086435318,0.08287905156612396,2.799116611480713,0.9717499613761902
63400,6917.864239692688,0.07590612769126892,0.06319477409124374,2.680257797241211,0.9695000648498535
63500,6928.863215684891,0.10079049319028854,0.08859018236398697,2.5725011825561523,0.9725000262260437
63600,6939.743076324463,0.09010124206542969,0.07602887600660324,2.967233657836914,0.9760000109672546
63700,6950.870285511017,0.1272847205400467,0.11417713016271591,2.7638046741485596,0.9682499766349792
63800,6961.735577106476,0.11142142862081528,0.09797072410583496,2.8361527919769287,0.965749979019165
63900,6972.808758497238,0.20236925780773163,0.1888515204191208,2.850287914276123,0.9652499556541443
64000,6983.745299816132,0.06771540641784668,0.05521301180124283,2.636197805404663,0.9760000109672546
64100,6994.83779335022,0.10615533590316772,0.09295503050088882,2.783355951309204,0.9762499928474426
64200,7005.833159208298,0.07395358383655548,0.061672747135162354,2.5894806385040283,0.9789999127388
64300,7016.819043874741,0.0879773497581482,0.07495047152042389,2.7467870712280273,0.9652500748634338
64400,7027.647461891174,0.07379931956529617,0.06108932942152023,2.6799700260162354,0.9792501330375671
64500,7038.651023864746,0.05255546048283577,0.04005146771669388,2.636533737182617,0.9792499542236328
64600,7049.424884557724,0.11028121411800385,0.09776622802019119,2.638852119445801,0.9752499461174011
64700,7060.439746379852,0.10385780036449432,0.09063766896724701,2.7875349521636963,0.9747499823570251
64800,7071.336250066757,0.09242988377809525,0.07913311570882797,2.803694248199463,0.9792500138282776
64900,7082.80255818367,0.05580786243081093,0.043656401336193085,2.5622007846832275,0.9750000238418579
65000,7093.57332444191,0.0907435417175293,0.07694043964147568,2.9104583263397217,0.965999960899353
65100,7104.6321177482605,0.09310364723205566,0.08174719661474228,2.39456844329834,0.9740000367164612
65200,7115.41018819809,0.10555379837751389,0.09176871925592422,2.9066572189331055,0.9750000834465027
65300,7126.317991495132,0.08971647918224335,0.0774783045053482,2.5804848670959473,0.9645001292228699
65400,7137.077323436737,0.10746997594833374,0.09382404386997223,2.877317190170288,0.973250150680542
65500,7148.151879787445,0.09464820474386215,0.08171597868204117,2.7268288135528564,0.9757500290870667
65600,7158.989798307419,0.0885058045387268,0.07539448142051697,2.7645931243896484,0.9747499823570251
65700,7170.173489570618,0.06744571030139923,0.05480504035949707,2.6653528213500977,0.9750000834465027
65800,7180.980820655823,0.10352619737386703,0.0909043550491333,2.6613831520080566,0.9727499485015869
65900,7192.016730070114,0.07701908051967621,0.06408460438251495,2.7273027896881104,0.9725000262260437
66000,7202.9607009887695,0.08696715533733368,0.07458636909723282,2.61055588722229,0.9789999127388
66100,7214.041061162949,0.0632350891828537,0.050409071147441864,2.704435348510742,0.9757499694824219
66200,7224.923608541489,0.07965178042650223,0.0678703635931015,2.484175443649292,0.9757499694824219
66300,7236.089717626572,0.07431180030107498,0.06058698892593384,2.893949508666992,0.9812499284744263
66400,7246.978530406952,0.11071210354566574,0.09718243777751923,2.852802276611328,0.9674999713897705
66500,7258.051725387573,0.08312921226024628,0.06936021149158478,2.9032678604125977,0.9742500185966492
66600,7268.9611287117,0.08924676477909088,0.07667781412601471,2.65023136138916,0.9765000343322754
66700,7280.169945716858,0.06333301216363907,0.05039331316947937,2.7284047603607178,0.9779998660087585
66800,7291.128477334976,0.06436394155025482,0.052165232598781586,2.5721640586853027,0.9802500009536743
66900,7302.179265737534,0.11375529319047928,0.10156787931919098,2.569781541824341,0.9757499694824219
67000,7313.051239490509,0.07552728801965714,0.06273619085550308,2.6970717906951904,0.9767500162124634
67100,7324.071868181229,0.08303520083427429,0.07101230323314667,2.53509259223938,0.9769999980926514
67200,7334.9218282699585,0.08118234574794769,0.0687614381313324,2.6190154552459717,0.9740000367164612
67300,7346.068135738373,0.11083099246025085,0.09756244719028473,2.7977447509765625,0.9665001034736633
67400,7356.974848747253,0.08733973652124405,0.07352910190820694,2.9120466709136963,0.9829999804496765
67500,7368.055097818375,0.09025835245847702,0.07729155570268631,2.7341182231903076,0.9735000133514404
67600,7378.997645378113,0.06194499880075455,0.04916120693087578,2.695530891418457,0.9695000648498535
67700,7390.090774536133,0.06331875920295715,0.05114561319351196,2.5667734146118164,0.9712499976158142
67800,7400.858756303787,0.074317567050457,0.06201350688934326,2.594376802444458,0.9732499718666077
67900,7411.824355363846,0.06901853531599045,0.056774746626615524,2.5816688537597656,0.9802499413490295
68000,7422.744391202927,0.10654346644878387,0.09394596517086029,2.656250476837158,0.9765000343322754
68100,7433.82230091095,0.15133988857269287,0.1378934681415558,2.8352508544921875,0.9652499556541443
68200,7444.603861808777,0.09145916253328323,0.07826777547597885,2.7814745903015137,0.9775000214576721
68300,7455.532403707504,0.0743102952837944,0.06220071390271187,2.553370475769043,0.9789999127388
68400,7466.39933514595,0.11003898084163666,0.09684815257787704,2.781357526779175,0.974000096321106
68500,7477.43776512146,0.08567576855421066,0.07375939935445786,2.512629985809326,0.9700000286102295
68600,7488.284974098206,0.11904272437095642,0.10662428289651871,2.618494987487793,0.9655000567436218
68700,7499.303337574005,0.10801917314529419,0.09476013481616974,2.79573917388916,0.9770000576972961
68800,7510.119854450226,0.0954107865691185,0.08299145847558975,2.618682622909546,0.9744999408721924
68900,7521.136522054672,0.08281857520341873,0.07059883326292038,2.5765974521636963,0.9785000085830688
69000,7531.92712688446,0.06609327346086502,0.053377844393253326,2.6811158657073975,0.9767499566078186
69100,7542.833852529526,0.11527664959430695,0.10041792690753937,3.1330413818359375,0.9669999480247498
69200,7553.776104211807,0.07859647274017334,0.06621219217777252,2.6112914085388184,0.9754999279975891
69300,7564.843522071838,0.11817862093448639,0.10589487850666046,2.590092182159424,0.9740000367164612
69400,7575.662343502045,0.06927874684333801,0.05691755563020706,2.60642409324646,0.9787500500679016
69500,7586.631434440613,0.08124209940433502,0.06852934509515762,2.680551767349243,0.9777500629425049
69600,7597.425436258316,0.11494230479001999,0.1025335043668747,2.616462469100952,0.9752499461174011
69700,7608.369698762894,0.08581669628620148,0.0734676867723465,2.603854179382324,0.9732500314712524
69800,7619.196473121643,0.06958258152008057,0.05578206852078438,2.909912586212158,0.9702499508857727
69900,7630.222058057785,0.08190951496362686,0.06945786625146866,2.6254966259002686,0.9737499356269836
70000,7641.063061952591,0.08458027243614197,0.0712701752781868,2.8065052032470703,0.9637500047683716
70100,7651.968907833099,0.07319921255111694,0.06054704263806343,2.667778491973877,0.9744999408721924
70200,7662.657424211502,0.06994882225990295,0.056993383914232254,2.7317237854003906,0.9785000681877136
70300,7673.59885764122,0.09891530871391296,0.08661694824695587,2.593174695968628,0.9775000214576721
70400,7684.272454738617,0.09359336644411087,0.08027371764183044,2.808519124984741,0.981249988079071
70500,7695.266976356506,0.09149817377328873,0.07930199056863785,2.5716300010681152,0.9757500290870667
70600,7705.995423793793,0.08961249142885208,0.07728378474712372,2.599573850631714,0.9759998917579651
70700,7716.92015171051,0.07812649756669998,0.06641306728124619,2.469839572906494,0.9765000343322754
70800,7727.677764415741,0.13182152807712555,0.11867412179708481,2.7722010612487793,0.9725000262260437
70900,7738.66690659523,0.07382818311452866,0.06042654067277908,2.825808048248291,0.9699999094009399
71000,7749.442850589752,0.08701824396848679,0.07395471632480621,2.754514455795288,0.9714999198913574
71100,7760.3451063632965,0.08101841807365417,0.0682925283908844,2.6833224296569824,0.9807501435279846
71200,7771.064763307571,0.09084802120923996,0.07814189046621323,2.6791553497314453,0.9712499976158142
71300,7782.02556848526,0.10398463159799576,0.0902370885014534,2.898742914199829,0.9750000238418579
71400,7792.861341238022,0.0682319775223732,0.05574212595820427,2.633551836013794,0.9685000777244568
71500,7803.916454553604,0.06812333315610886,0.055753909051418304,2.608158826828003,0.9797500371932983
71600,7814.675915956497,0.09305930137634277,0.08052647858858109,2.642613410949707,0.9782500267028809
71700,7825.630139350891,0.06348931044340134,0.050296902656555176,2.7816896438598633,0.9720000624656677
71800,7836.395272493362,0.07572810351848602,0.06188986822962761,2.9178667068481445,0.9697500467300415
71900,7847.346587896347,0.07926773279905319,0.06652288138866425,2.6873207092285156,0.9792500138282776
72000,7858.045334339142,0.10921529680490494,0.09651635587215424,2.677640438079834,0.9787499904632568
72100,7868.9643812179565,0.0956980362534523,0.08294117450714111,2.689852237701416,0.9785000085830688
72200,7879.720808029175,0.06107749417424202,0.04904467612504959,2.537184000015259,0.9727499485015869
72300,7890.682198047638,0.08437248319387436,0.07119528204202652,2.7784841060638428,0.9787499904632568
72400,7901.40420794487,0.05566733330488205,0.04394228383898735,2.4722900390625,0.9782499670982361
72500,7912.241634607315,0.08640360832214355,0.07410699129104614,2.592806816101074,0.9774999022483826
72600,7923.064182281494,0.07865183055400848,0.06599194556474686,2.6694045066833496,0.9767499566078186
72700,7934.176639080048,0.10781101137399673,0.0944335013628006,2.8207199573516846,0.9780000448226929
72800,7944.878614902496,0.0813884511590004,0.06850279867649078,2.7170093059539795,0.9779999256134033
72900,7955.725389480591,0.08642648160457611,0.07375556975603104,2.671729564666748,0.9732499718666077
73000,7966.423203229904,0.12286760658025742,0.10981476306915283,2.752262592315674,0.9742500185966492
73100,7977.3917508125305,0.0645735114812851,0.051900751888751984,2.672118663787842,0.9787499904632568
73200,7988.225908041,0.06953912228345871,0.056487537920475006,2.7519960403442383,0.9757500290870667
73300,7999.291815519333,0.06075138598680496,0.048414699733257294,2.6012566089630127,0.9697499871253967
73400,8010.156833648682,0.1375272423028946,0.12502232193946838,2.636730670928955,0.9700000286102295
73500,8021.22197675705,0.11650379002094269,0.10430823266506195,2.5714988708496094,0.9757499694824219
73600,8032.028906583786,0.08418327569961548,0.07135781645774841,2.7043163776397705,0.9777500033378601
73700,8043.149260759354,0.08905206620693207,0.07656393945217133,2.6331892013549805,0.9722500443458557
73800,8053.9787702560425,0.06101129949092865,0.048568230122327805,2.623687505722046,0.9750000238418579
73900,8064.948126792908,0.08402591943740845,0.07180668413639069,2.576491355895996,0.9792500138282776
74000,8075.7673370838165,0.08619247376918793,0.07327184826135635,2.7243828773498535,0.971750020980835
74100,8086.77438378334,0.13411468267440796,0.11982838064432144,3.0123424530029297,0.9677500128746033
74200,8097.588653326035,0.09495385736227036,0.08224324882030487,2.6800994873046875,0.9742499589920044
74300,8108.622067451477,0.06079842895269394,0.04854482784867287,2.58373761177063,0.9769999980926514
74400,8119.444504261017,0.08452499657869339,0.071783646941185,2.686581611633301,0.9820000529289246
74500,8130.475722074509,0.07696036994457245,0.06415122002363205,2.700878143310547,0.9749999046325684
74600,8141.308043003082,0.09827803075313568,0.08554729074239731,2.684345245361328,0.9810000658035278
74700,8152.36213183403,0.07457397133111954,0.06248912215232849,2.5481555461883545,0.9742500185966492
74800,8163.190161943436,0.06128140166401863,0.04852743074297905,2.6892430782318115,0.9712499976158142
74900,8174.344907045364,0.15345022082328796,0.1402427852153778,2.784858226776123,0.9679999351501465
75000,8185.192405223846,0.1067163497209549,0.09441226720809937,2.5943820476531982,0.9820000529289246
75100,8196.258669137955,0.06689679622650146,0.054276298731565475,2.661099910736084,0.9762500524520874
75200,8207.131337881088,0.11705097556114197,0.10384174436330795,2.7852377891540527,0.9775000214576721
75300,8218.205549001694,0.09490979462862015,0.08054933696985245,3.0279793739318848,0.9642499685287476
75400,8229.068862915039,0.1007208526134491,0.08792320638895035,2.698453187942505,0.9825000166893005
75500,8240.167697668076,0.07222797721624374,0.05951919034123421,2.679715633392334,0.9777499437332153
75600,8251.097462654114,0.09033975750207901,0.07821447402238846,2.5566813945770264,0.9740000367164612
75700,8262.276804208755,0.08086945116519928,0.0681193470954895,2.688427448272705,0.9757499694824219
75800,8273.097038507462,0.09343641996383667,0.08132892847061157,2.552928924560547,0.9760000705718994
75900,8284.189900875092,0.09379892796278,0.0808962732553482,2.7205941677093506,0.9762499332427979
76000,8295.15339589119,0.08132176101207733,0.06918849050998688,2.5583648681640625,0.9794999957084656
76100,8306.363233327866,0.09474117308855057,0.08198200911283493,2.690338134765625,0.9725000262260437
76200,8317.300533771515,0.09641444683074951,0.08374415338039398,2.6715993881225586,0.971500039100647
76300,8328.312239408493,0.06755463033914566,0.05449511483311653,2.753669261932373,0.9785000681877136
76400,8339.125943422318,0.0740661546587944,0.06191863492131233,2.5613701343536377,0.9790000319480896
76500,8350.009987354279,0.06547590345144272,0.05391278117895126,2.4381463527679443,0.9775000214576721
76600,8360.75558924675,0.08899899572134018,0.07698644697666168,2.5329108238220215,0.9729999303817749
76700,8371.75013589859,0.09631790220737457,0.08440323173999786,2.5122721195220947,0.9697499871253967
76800,8382.62240433693,0.07585421204566956,0.06277938187122345,2.7568984031677246,0.9805000424385071
76900,8393.58288860321,0.09215646237134933,0.08011370897293091,2.539278745651245,0.9737499952316284
77000,8404.388200759888,0.08356250077486038,0.0716819018125534,2.5050878524780273,0.981749951839447
77100,8415.399471282959,0.07918933779001236,0.06578028947114944,2.8273699283599854,0.9735000729560852
77200,8426.24168086052,0.07872231304645538,0.06551681458950043,2.784449577331543,0.9759998917579651
77300,8437.306435108185,0.06694892793893814,0.054024357348680496,2.725215435028076,0.9794999957084656
77400,8448.176847934723,0.06800340861082077,0.05572454258799553,2.5890653133392334,0.9797500371932983
77500,8459.283413887024,0.08650106936693192,0.0734311118721962,2.755870819091797,0.9772500395774841
77600,8470.084079027176,0.09825611114501953,0.08602096885442734,2.5798449516296387,0.981749951839447
77700,8481.091917514801,0.06235770136117935,0.05055210739374161,2.4892730712890625,0.9720001220703125
77800,8491.889099121094,0.06748360395431519,0.05540429800748825,2.5469870567321777,0.969249963760376
77900,8502.89313197136,0.09597276896238327,0.0834670290350914,2.636902093887329,0.9725000262260437
78000,8513.690591812134,0.0670355036854744,0.05460013076663017,2.6220650672912598,0.9772499203681946
78100,8524.914157629013,0.08628645539283752,0.0734262466430664,2.7116434574127197,0.9709999561309814
78200,8535.822760343552,0.0834677666425705,0.07163652032613754,2.494682550430298,0.971750020980835
78300,8546.944105148315,0.09614685922861099,0.08358611166477203,2.648500919342041,0.9754999279975891
78400,8557.880313396454,0.11310294270515442,0.10026784241199493,2.706350564956665,0.9750000834465027
78500,8569.158636331558,0.06521301716566086,0.05246013402938843,2.6890134811401367,0.9797499775886536
78600,8580.090643644333,0.10650520026683807,0.09313491731882095,2.8191962242126465,0.9707499742507935
78700,8591.318304777145,0.06424718350172043,0.05235481262207031,2.5075695514678955,0.9752499461174011
78800,8602.257511377335,0.08036556094884872,0.06901124864816666,2.394118309020996,0.9775000810623169
78900,8613.41758275032,0.083310067653656,0.07131291925907135,2.529663324356079,0.9842499494552612
79000,8624.384870767593,0.0960586741566658,0.0834316685795784,2.6624722480773926,0.9765000939369202
79100,8635.584009885788,0.08766737580299377,0.07549691200256348,2.5662081241607666,0.9755000472068787
79200,8646.505624055862,0.0949028953909874,0.08253925293684006,2.606940269470215,0.9704998731613159
79300,8657.582563400269,0.08931140601634979,0.07650457322597504,2.7003889083862305,0.9802499413490295
79400,8668.550436258316,0.05774524435400963,0.04597554728388786,2.481703519821167,0.9717499613761902
79500,8679.680845499039,0.07978017628192902,0.06768260896205902,2.550837516784668,0.9779999256134033
79600,8690.643559932709,0.053995441645383835,0.042305782437324524,2.464827537536621,0.9740000367164612
79700,8701.872367858887,0.06391379237174988,0.05018656700849533,2.894458770751953,0.9774999022483826
79800,8712.757424116135,0.06221858412027359,0.05052943900227547,2.464719295501709,0.9767500162124634
79900,8723.785818099976,0.08914874494075775,0.07642792165279388,2.6822545528411865,0.9769999980926514
80000,8734.7953851223,0.09620562195777893,0.06354357302188873,2.740037679672241,0.9760000705718994
80100,8745.867527723312,0.12449198961257935,0.09386705607175827,2.569143295288086,0.9754999279975891
80200,8756.701241493225,0.11882355809211731,0.09320912510156631,2.1488089561462402,0.9757500290870667
80300,8767.627420425415,0.06890486925840378,0.04327875375747681,2.1497890949249268,0.9744998812675476
80400,8778.44005036354,0.10797205567359924,0.08066114783287048,2.2911272048950195,0.9782500267028809
80500,8789.42091846466,0.09894751757383347,0.07373300194740295,2.115260124206543,0.9605000019073486
80600,8800.265716314316,0.10724608600139618,0.07738236337900162,2.505284547805786,0.9737500548362732
80700,8811.207779407501,0.0841105729341507,0.057147033512592316,2.26198673248291,0.9722499847412109
80800,8822.003894090652,0.09664516150951385,0.07166104018688202,2.0959317684173584,0.969499945640564
80900,8832.981936216354,0.09027805924415588,0.0644577220082283,2.1660828590393066,0.9750000238418579
81000,8843.847946166992,0.13637961447238922,0.11002242565155029,2.2111196517944336,0.9712499976158142
81100,8854.789855003357,0.11690235137939453,0.09135867655277252,2.1428730487823486,0.9730000495910645
81200,8865.582594156265,0.09760995209217072,0.06913405656814575,2.388859272003174,0.9700000286102295
81300,8876.585312604904,0.07322663068771362,0.04879585653543472,2.049511194229126,0.9802499413490295
81400,8887.768915891647,0.11134249716997147,0.08077371120452881,2.5644326210021973,0.9714999198913574
81500,8898.81200003624,0.10024524480104446,0.07476139068603516,2.137854814529419,0.9679998755455017
81600,8909.67295217514,0.08812575787305832,0.06118346378207207,2.260204315185547,0.971000075340271
81700,8920.922649860382,0.08552823960781097,0.059089429676532745,2.2179665565490723,0.9762499928474426
81800,8931.816041707993,0.09716743230819702,0.07242714613676071,2.0754761695861816,0.9772499799728394
81900,8943.067347288132,0.08345252275466919,0.057804860174655914,2.1515965461730957,0.9712499976158142
82000,8953.959874629974,0.13686217367649078,0.11170017719268799,2.110853672027588,0.9760000109672546
82100,8965.046358585358,0.07702438533306122,0.05275071784853935,2.03633189201355,0.9734998941421509
82200,8975.937580347061,0.0796947106719017,0.05536949634552002,2.040656089782715,0.971000075340271
82300,8986.996454000473,0.07575200498104095,0.04936518892645836,2.2136051654815674,0.9770001173019409
82400,8997.791993379593,0.12227307260036469,0.09362264722585678,2.4035003185272217,0.9787499904632568
82500,9008.756804466248,0.10053358972072601,0.0766497552394867,2.0036280155181885,0.9725000262260437
82600,9019.571485042572,0.08080466836690903,0.05409375578165054,2.2407937049865723,0.9717499613761902
82700,9030.59523510933,0.09061019122600555,0.06347592920064926,2.276308298110962,0.9767501354217529
82800,9041.452573537827,0.1161191314458847,0.0912984237074852,2.0822229385375977,0.9767500162124634
82900,9052.494086265564,0.08047252893447876,0.054096341133117676,2.2127132415771484,0.9665000438690186
83000,9063.35024023056,0.08207789063453674,0.05671849101781845,2.1274142265319824,0.9780000448226929
83100,9074.423487901688,0.12736976146697998,0.10199616849422455,2.1286051273345947,0.9742500185966492
83200,9085.392104625702,0.10989135503768921,0.08423639833927155,2.1522090435028076,0.968000054359436
83300,9096.377580404282,0.1238725334405899,0.09771832078695297,2.194091320037842,0.9762500524520874
83400,9107.106081962585,0.0814497098326683,0.05386287719011307,2.314274787902832,0.9717499613761902
83500,9118.00873208046,0.07826010882854462,0.05355893820524216,2.072195291519165,0.9707499742507935
83600,9128.782475233078,0.09662896394729614,0.07253439724445343,2.0213065147399902,0.9787499904632568
83700,9139.794060707092,0.0815330296754837,0.055449891835451126,2.188129425048828,0.9732500314712524
83800,9150.533237218857,0.08044423162937164,0.054225217550992966,2.199528217315674,0.9780000448226929
83900,9161.619431734085,0.09062879532575607,0.06577237695455551,2.085219144821167,0.9739999175071716
84000,9172.465426921844,0.10121177136898041,0.07466517388820648,2.2270090579986572,0.9800000190734863
84100,9183.632493257523,0.09701985865831375,0.07032503187656403,2.2394442558288574,0.9719999432563782
84200,9194.551455020905,0.07347960025072098,0.04734485596418381,2.192458391189575,0.9770000576972961
84300,9205.760164737701,0.10143174231052399,0.07659263163805008,2.0837666988372803,0.9772499799728394
84400,9216.618582725525,0.09529844671487808,0.06863328069448471,2.2369556427001953,0.9764999151229858
84500,9227.63167500496,0.08707122504711151,0.0627920851111412,2.036790609359741,0.9749999046325684
84600,9238.483844041824,0.1003732830286026,0.07493077963590622,2.1343863010406494,0.9707499742507935
84700,9249.592226266861,0.10462779551744461,0.08000431954860687,2.0656774044036865,0.9757500290870667
84800,9260.438097000122,0.08964820206165314,0.06553710997104645,2.022693157196045,0.9810000061988831
84900,9271.461844444275,0.0869859829545021,0.06163658946752548,2.126574754714966,0.9764999151229858
85000,9282.231814861298,0.09775763750076294,0.0695568174123764,2.3657824993133545,0.9737499952316284
85100,9293.119527339935,0.12200284749269485,0.09540460258722305,2.23134183883667,0.9684999585151672
85200,9303.851218700409,0.1199360117316246,0.09380786120891571,2.1919052600860596,0.9690000414848328
85300,9314.71902346611,0.07968410849571228,0.05593904107809067,1.9919869899749756,0.9665000438690186
85400,9325.547415733337,0.07017560303211212,0.04391549155116081,2.202975273132324,0.9709999561309814
85500,9336.665593862534,0.08946045488119125,0.06436373293399811,2.1053781509399414,0.9777500033378601
85600,9347.624722957611,0.10081854462623596,0.07558409124612808,2.1169326305389404,0.969499945640564
85700,9358.617963552475,0.10020982474088669,0.07388554513454437,2.2083587646484375,0.9674999713897705
85800,9369.499967098236,0.12012725323438644,0.09421280026435852,2.173978090286255,0.9735000729560852
85900,9380.463975667953,0.10789523273706436,0.0809258371591568,2.2624776363372803,0.9747500419616699
86000,9391.25611281395,0.1012580469250679,0.07554090023040771,2.157425880432129,0.9714999198913574
86100,9402.227100610733,0.12444288283586502,0.0982261523604393,2.199336290359497,0.9752499461174011
86200,9413.049622774124,0.09305523335933685,0.06789832562208176,2.1104273796081543,0.9705000519752502
86300,9424.046778202057,0.08500352501869202,0.05962977558374405,2.128617763519287,0.9799998998641968
86400,9434.874253511429,0.09962478280067444,0.07292552292346954,2.2398157119750977,0.9684999585151672
86500,9445.846475362778,0.08281941711902618,0.056506700813770294,2.2073888778686523,0.9785000085830688
86600,9456.657605409622,0.08984842896461487,0.0642704963684082,2.145747423171997,0.9735000729560852
86700,9467.757819890976,0.14587560296058655,0.11854593455791473,2.292701482772827,0.9755000472068787
86800,9478.516576051712,0.08442752063274384,0.059848856180906296,2.061917781829834,0.9769999980926514
86900,9489.498621463776,0.09654857963323593,0.07008903473615646,2.2197060585021973,0.9727500081062317
87000,9500.25148487091,0.1107209175825119,0.08469703048467636,2.1831583976745605,0.9777499437332153
87100,9511.164381980896,0.08595433086156845,0.060223113745450974,2.1586062908172607,0.9742499589920044
