i,time,loss,ce,kl,logp,qed,sas,accuracy,prec
0,9.158359050750732,                        2.982053279876709,2.9805593490600586,0.0013244161382317543,                        1.8432780504226685,0.567607045173645,37.94115447998047,                        0.05546874925494194,0.0
100,19.602996587753296,                        1.503409743309021,1.5019187927246094,0.012437883764505386,                        2.2929978370666504,0.45612233877182007,37.49454879760742,                        0.5835937261581421,0.0
200,29.963197708129883,                        1.365696668624878,1.3642549514770508,0.241359680891037,                        2.1701602935791016,0.5411093235015869,35.63266372680664,                        0.5941406488418579,0.0
300,40.34422421455383,                        1.3726783990859985,1.371025562286377,1.1767836809158325,                        2.5843310356140137,0.5497355461120605,38.57088088989258,                        0.6019530892372131,0.0
400,50.679160356521606,                        1.3191012144088745,1.317447304725647,1.4970910549163818,                        1.7383012771606445,0.5601853132247925,38.63641357421875,                        0.6109374761581421,0.0
500,61.093369483947754,                        1.2056283950805664,1.2040841579437256,1.689828872680664,                        1.7298026084899902,0.4906628727912903,35.26936340332031,                        0.6238281726837158,0.0
600,71.44550204277039,                        1.2486127614974976,1.2470331192016602,2.0774455070495605,                        2.5071120262145996,0.6158375144004822,34.355690002441406,                        0.6023436784744263,0.0
700,81.8299446105957,                        1.2926446199417114,1.2909982204437256,2.462812662124634,                        2.235630750656128,0.4991915225982666,35.58463668823242,                        0.6148437261581421,0.0
800,92.20508742332458,                        1.237555980682373,1.235851526260376,2.535719871520996,                        2.4792280197143555,0.5562126636505127,36.66657257080078,                        0.6296875476837158,0.0
900,102.6500518321991,                        1.2896243333816528,1.287735939025879,3.5749144554138184,                        1.7107341289520264,0.5924326181411743,39.77381134033203,                        0.6328125,0.0
1000,113.03936123847961,                        1.2380141019821167,1.2362602949142456,2.5398967266082764,                        2.6140377521514893,0.562560498714447,37.850830078125,                        0.615234375,0.0
1100,123.48858761787415,                        1.2721084356307983,1.2702836990356445,3.2644762992858887,                        2.275367259979248,0.6118485331535339,38.24434280395508,                        0.6187499761581421,0.0
1200,133.88560032844543,                        1.180492639541626,1.1786924600601196,3.0179738998413086,                        1.553987979888916,0.6568189263343811,38.87416076660156,                        0.617968738079071,0.0
1300,144.29170155525208,                        1.2332862615585327,1.2315881252288818,3.1761577129364014,                        2.121256113052368,0.517593502998352,35.2915153503418,                        0.6343749761581421,0.0
1400,154.6671028137207,                        1.2587686777114868,1.2568351030349731,3.531503438949585,                        2.1959469318389893,0.6228938102722168,40.58552551269531,                        0.6371093988418579,0.0
1500,165.08690571784973,                        1.1882362365722656,1.186504602432251,3.13936448097229,                        1.6196718215942383,0.5064845681190491,36.80521774291992,                        0.629687488079071,0.0
1600,175.46266341209412,                        1.2556442022323608,1.2538185119628906,3.464064121246338,                        2.1328604221343994,0.6036003232002258,37.921485900878906,                        0.610156238079071,0.0
1700,185.88848900794983,                        1.2706010341644287,1.2686491012573242,3.392648220062256,                        2.020613193511963,0.5870665311813354,41.63823318481445,                        0.6214843988418579,0.0
1800,196.25974559783936,                        1.2399611473083496,1.23813796043396,2.958078384399414,                        2.147028684616089,0.472836434841156,39.23780059814453,                        0.6238281726837158,0.0
