i,time,loss,similarity
0,3.584937334060669,2.9688453674316406,0.08349999785423279
10,30.074482679367065,2.82953143119812,0.48649996519088745
20,56.31449818611145,2.6146798133850098,0.49950000643730164
30,84.1340126991272,2.0959675312042236,0.2680000066757202
40,109.25631642341614,1.7898333072662354,0.4597499966621399
50,138.45448756217957,1.5710134506225586,0.6005000472068787
60,166.27588558197021,1.4732331037521362,0.5682499408721924
70,193.1908881664276,1.615887999534607,0.578249990940094
80,221.2119598388672,1.52495539188385,0.581000030040741
90,246.53569340705872,1.5107533931732178,0.577750027179718
100,273.3621871471405,1.4839365482330322,0.5889999866485596
110,299.78274869918823,1.5079171657562256,0.5797500014305115
120,326.9863717556,1.426382303237915,0.5897500514984131
130,352.88257336616516,1.4498577117919922,0.581250011920929
140,379.49194073677063,1.5274204015731812,0.5835000276565552
150,405.9782645702362,1.4988892078399658,0.6012500524520874
160,432.9492287635803,1.5115959644317627,0.5902500748634338
170,460.4369423389435,1.4980552196502686,0.5954999923706055
180,486.71655106544495,1.5630576610565186,0.5809999704360962
190,513.7031238079071,1.434648036956787,0.5887500643730164
200,540.8998491764069,1.4737285375595093,0.6014999747276306
210,567.8252727985382,1.4438788890838623,0.6019999980926514
220,595.2708671092987,1.354182481765747,0.5797500014305115
230,622.4102253913879,1.3955116271972656,0.6002500057220459
240,647.8542559146881,1.3837454319000244,0.6137499809265137
250,675.4106035232544,1.2642449140548706,0.6159999966621399
260,702.6729755401611,1.2631651163101196,0.6207499504089355
270,727.3910102844238,1.352320909500122,0.6079999804496765
280,752.9651947021484,1.3921412229537964,0.6100000143051147
290,779.7310607433319,1.3134474754333496,0.6179999709129333
300,805.2108216285706,1.2756881713867188,0.6357499957084656
310,830.3206164836884,1.3279367685317993,0.6140000224113464
320,856.582576751709,1.2639219760894775,0.6077499985694885
330,883.4353771209717,1.2789045572280884,0.6187499761581421
340,910.6441798210144,1.4228336811065674,0.6137499809265137
350,937.945924282074,1.3187158107757568,0.6085000038146973
360,964.7250652313232,1.1891025304794312,0.6152499914169312
370,989.7620248794556,1.290683388710022,0.6177499890327454
380,1017.6855938434601,1.2982149124145508,0.6072499752044678
390,1045.9702348709106,1.3546124696731567,0.6127499938011169
400,1072.7596113681793,1.324803352355957,0.609000027179718
410,1100.3222386837006,1.300039291381836,0.6262500286102295
420,1126.963635444641,1.3049206733703613,0.6169999837875366
430,1153.1514537334442,1.3605177402496338,0.6012499928474426
440,1179.633521080017,1.3269219398498535,0.6105000376701355
450,1205.5321640968323,1.2823560237884521,0.6202499866485596
460,1232.0315580368042,1.2665174007415771,0.6284999847412109
