loss,ce,kl,logp,qed,sas,accuracy,prec
1.2256252765655518,1.2251882553100586,17.731842041015625,1.3875765800476074,0.0060888128355145454,2.0076186656951904,0.6292968988418579,0.0
1.2294507026672363,1.228919267654419,16.171566009521484,1.6701874732971191,0.0048623583279550076,3.1961395740509033,0.625,0.0
1.207188367843628,1.2067776918411255,10.142919540405273,1.318566918373108,0.004323170054703951,1.8466137647628784,0.6324218511581421,0.0
1.1901791095733643,1.1895487308502197,12.347846984863281,1.546250820159912,0.00716243265196681,2.8284525871276855,0.6265624761581421,0.0
1.1301579475402832,1.1297581195831299,6.018423080444336,1.5495283603668213,0.006533879786729813,1.1142762899398804,0.6355469226837158,0.0
1.0804307460784912,1.0799567699432373,6.391797065734863,1.175133228302002,0.0031249169260263443,0.8611467480659485,0.6332031488418579,0.0
1.2065690755844116,1.2057842016220093,8.849273681640625,1.1953785419464111,0.00395157840102911,1.3850194215774536,0.6207031011581421,0.0
1.1685435771942139,1.1676057577133179,7.782567977905273,1.5218522548675537,0.005369367077946663,1.8766298294067383,0.6414062976837158,0.0
1.1922041177749634,1.1906267404556274,12.968252182006836,1.3114078044891357,0.005289947614073753,1.1203386783599854,0.6335937976837158,0.0
1.0854204893112183,1.0844194889068604,5.565371990203857,0.9516748189926147,0.0029991003684699535,1.4846709966659546,0.6390625238418579,0.0
1.04237961769104,1.0406793355941772,7.549921989440918,1.279566764831543,0.006820025388151407,2.297423839569092,0.6433594226837158,0.0
1.097716212272644,1.0963290929794312,5.305069923400879,0.8975564241409302,0.0026721558533608913,1.2320880889892578,0.6429687142372131,0.0
1.2066303491592407,1.2045947313308716,5.37735652923584,2.1277787685394287,0.00671743880957365,1.4256701469421387,0.6410156488418579,0.0
1.1335803270339966,1.130653738975525,6.552978515625,1.9885187149047852,0.006053052842617035,1.9745588302612305,0.654296875,0.0
1.2168833017349243,1.2132272720336914,7.608012676239014,1.508056402206421,0.002242220798507333,1.6465060710906982,0.6449218988418579,0.0
1.18146812915802,1.178127646446228,5.8831634521484375,1.2357168197631836,0.002513715997338295,0.9336835741996765,0.6312500238418579,0.0
1.1874979734420776,1.1828755140304565,5.885414123535156,2.1233158111572266,0.0060809701681137085,1.1145777702331543,0.6589844226837158,0.0
1.029276728630066,1.024975061416626,4.027593612670898,1.3253734111785889,0.0027367621660232544,1.6032278537750244,0.630859375,0.0
1.169881820678711,1.163646936416626,5.121582984924316,1.9538633823394775,0.005118793807923794,1.181826114654541,0.6363281607627869,0.0
1.112154245376587,1.1050561666488647,4.364380836486816,1.8245830535888672,0.003959691151976585,1.5134549140930176,0.6214843988418579,0.0
1.0534570217132568,1.0437138080596924,5.20622444152832,1.3474926948547363,0.004213773645460606,2.1099352836608887,0.6484375,0.0
0.997344970703125,0.9868326187133789,5.625690460205078,0.8552387952804565,0.004702584818005562,1.1787835359573364,0.703125,0.0
0.8753635883331299,0.864021897315979,4.872406005859375,0.7721463441848755,0.0021285938564687967,1.1317312717437744,0.7269531488418579,0.0
0.8581892848014832,0.8444517254829407,4.754864692687988,0.9696975350379944,0.002965576946735382,1.0044502019882202,0.732421875,0.0
0.779090166091919,0.7637852430343628,4.531276226043701,0.7510161399841309,0.003858185140416026,0.8654868602752686,0.741015613079071,0.0
0.7806710004806519,0.7635002136230469,4.192981243133545,0.6503815650939941,0.0019453642889857292,0.8176888823509216,0.748046875,0.0
0.8247827887535095,0.802437424659729,4.457751750946045,0.6253037452697754,0.0028944057412445545,0.9639438390731812,0.7476562261581421,0.0
0.8593749403953552,0.835332989692688,3.6629481315612793,0.8748685121536255,0.002531296806409955,0.8064098358154297,0.7457031607627869,0.0
0.799934983253479,0.7710630893707275,3.9039766788482666,0.6754515171051025,0.002833583392202854,0.6956575512886047,0.7191406488418579,0.0
0.7666746973991394,0.7309958934783936,3.829869270324707,0.6633397340774536,0.002959387144073844,0.8696767091751099,0.7464843988418579,0.0
0.8240948915481567,0.7857791781425476,2.990123748779297,0.7718809843063354,0.003043659497052431,0.9805998802185059,0.75,0.0
0.7858492136001587,0.7463846206665039,2.552262306213379,0.826836109161377,0.0020656068809330463,0.6493562459945679,0.7523437738418579,0.0
0.8138850331306458,0.7625313997268677,2.645099639892578,0.8375139832496643,0.0025521838106215,0.8461131453514099,0.7640624642372131,0.0
0.7639763355255127,0.7073947191238403,2.7176003456115723,0.6231517791748047,0.001925808610394597,0.6055074334144592,0.780468761920929,0.0
0.7703134417533875,0.714526355266571,2.0426366329193115,0.6091729402542114,0.0024312499444931746,0.5733204483985901,0.762890636920929,0.0
0.8391773700714111,0.7604808211326599,2.157114028930664,0.8089462518692017,0.0036984337493777275,0.814970850944519,0.774609386920929,0.0
0.7706441879272461,0.6950638294219971,1.9879775047302246,0.29672718048095703,0.0019669949542731047,0.7441034317016602,0.7562500238418579,0.0
0.7474535703659058,0.644695520401001,1.7711714506149292,0.6986562609672546,0.0024720970541238785,0.9758731722831726,0.760937511920929,0.0
